Número total de Estabelecimentos ou Unidades Locais - Industria
Sigla,Código,Município,1970,1975,1980,1985,1995,
RS,4313441,Novo Tiradentes,,,,,5,
RS,4313466,Novo Xingu,,,,,,
RS,4313490,Novo Barreiro,,,,,29,
RS,4313508,Osório,122,168,178,113,193,
RS,4313607,Paim Filho,17,27,12,8,15,
RS,4313656,Palmares do Sul,,,,14,53,
RS,4313706,Palmeira das Missões,117,156,109,129,128,
RS,4313805,Palmitinho,20,61,22,15,29,
RS,4313904,Panambi,60,70,57,57,191,
RS,4313953,Pantano Grande,,,,,87,
RS,4314001,Paraí,53,52,79,75,134,
RS,4314027,Paraíso do Sul,,,,,20,
RS,4314035,Pareci Novo,,,,,9,
RS,4314050,Parobé,,,,63,291,
RS,4314068,Passa Sete,,,,,,
RS,4314076,Passo do Sobrado,,,,,12,
RS,4314100,Passo Fundo,322,264,307,255,652,
RS,4314134,Paulo Bento,,,,,,
RS,4314159,Paverama,,,,,40,
RS,4314175,Pedras Altas,,,,,,
RS,4314209,Pedro Osório,43,35,48,59,68,
RS,4314308,Pejuçara,22,14,8,12,15,
RS,4314407,Pelotas,612,589,640,477,986,
RS,4314423,Picada Café,,,,,45,
RS,4314456,Pinhal,,,,,10,
RS,4314464,Pinhal da Serra,,,,,,
RS,4314472,Pinhal Grande,,,,,9,
RS,4314498,Pinheirinho do Vale,,,,,7,
RS,4314506,Pinheiro Machado,13,14,16,18,28,
RS,4314548,Pinto Bandeira,,,,,,
RS,4314555,Pirapó,,,,,8,
RS,4314605,Piratini,9,9,9,10,31,
RS,4314704,Planalto,27,49,34,32,48,
RS,4314753,Poço das Antas,,,,,13,
RS,4314779,Pontão,,,,,2,
RS,4314787,Ponte Preta,,,,,15,
RS,4314803,Portão,30,36,70,72,197,
RS,4314902,Porto Alegre,2271,2509,3224,2666,6146,
RS,4315008,Porto Lucena,47,21,20,16,18,
RS,4315057,Porto Mauá,,,,,7,
RS,4315073,Porto Vera Cruz,,,,,1,
RS,4315107,Porto Xavier,16,9,12,6,22,
RS,4315131,Pouso Novo,,,,,10,
RS,4315149,Presidente Lucena,,,,,17,
RS,4315156,Progresso,,,,,17,
RS,4315172,Protásio Alves,,,,,40,
RS,4315206,Putinga,11,15,16,11,30,
RS,4315305,Quaraí,28,25,22,18,37,
RS,4315313,Quatro Irmãos,,,,,,
RS,4315321,Quevedos,,,,,4,
RS,4315354,Quinze de Novembro,,,,,25,
RS,4315404,Redentora,21,23,18,14,10,
RS,4315453,Relvado,,,,,10,
RS,4315503,Restinga Seca,32,54,38,46,100,
RS,4315552,Rio dos Índios,,,,,8,
RS,4315602,Rio Grande,234,228,204,205,299,
RS,4315701,Rio Pardo,135,155,123,136,149,
RS,4315750,Riozinho,,,,,27,
RS,4315800,Roca Sales,25,40,15,24,73,
RS,4315909,Rodeio Bonito,16,39,8,14,29,
RS,4315958,Rolador,,,,,,
RS,4316006,Rolante,73,77,56,70,200,
RS,4316105,Ronda Alta,38,30,30,25,46,
RS,4316204,Rondinha,27,27,22,22,32,
RS,4316303,Roque Gonzales,16,20,15,13,26,
RS,4316402,Rosário do Sul,50,73,49,40,85,
RS,4316428,Sagrada Família,,,,,2,
RS,4316436,Saldanha Marinho,,,,,28,
RS,4316451,Salto do Jacuí,,,,8,40,
RS,4316477,Salvador das Missões,,,,,6,
RS,4316501,Salvador do Sul,33,41,41,56,51,
RS,4316600,Sananduva,44,51,28,29,75,
RS,4316709,Santa Bárbara do Sul,24,22,21,26,40,
RS,4316733,Santa Cecília do Sul,,,,,,
RS,4316758,Santa Clara do Sul,,,,,25,
RS,4316808,Santa Cruz do Sul,250,306,297,264,610,
RS,4316907,Santa Maria,316,331,366,388,759,
RS,4316956,Santa Maria do Herval,,,,,11,
RS,4316972,Santa Margarida do Sul,,,,,,
RS,4317004,Santana da Boa Vista,4,7,11,7,35,
RS,4317103,Santana do Livramento,80,103,88,84,145,
RS,4317202,Santa Rosa,122,115,121,86,300,
RS,4317251,Santa Tereza,,,,,8,
RS,4317301,Santa Vitória do Palmar,16,9,16,34,34,
RS,4317400,Santiago,52,35,44,60,170,
RS,4317509,Santo Ângelo,164,192,176,165,257,
RS,4317558,Santo Antônio do Palma,,,,,5,
RS,4317608,Santo Antônio da Patrulha,148,279,102,107,314,
RS,4317707,Santo Antônio das Missões,7,7,13,19,28,
RS,4317756,Santo Antônio do Planalto,,,,,8,
RS,4317806,Santo Augusto,40,59,37,34,75,
RS,4317905,Santo Cristo,57,57,53,52,89,
RS,4317954,Santo Expedito do Sul,,,,,2,
RS,4318002,São Borja,60,86,87,78,142,
RS,4318051,São Domingos do Sul,,,,,57,
RS,4318101,São Francisco de Assis,40,34,17,28,30,
RS,4318200,São Francisco de Paula,66,64,65,38,159,
RS,4318309,São Gabriel,50,64,40,57,94,
RS,4318408,São Jerônimo,34,53,59,28,57,
RS,4318424,São João da Urtiga,,,,,21,
RS,4318432,São João do Polêsine,,,,,36,
RS,4318440,São Jorge,,,,,19,
RS,4318457,São José das Missões,,,,,5,
RS,4318465,São José do Herval,,,,,12,
RS,4318481,São José do Hortêncio,,,,,20,
RS,4318499,São José do Inhacorá,,,,,10,
RS,4318507,São José do Norte,11,11,11,11,16,
RS,4318606,São José do Ouro,30,19,20,17,30,
RS,4318614,São José do Sul,,,,,,
RS,4318622,São José dos Ausentes,,,,,19,
RS,4318705,São Leopoldo,265,307,430,405,1073,
RS,4318804,São Lourenço do Sul,152,113,61,65,107,
RS,4318903,São Luiz Gonzaga,79,70,63,55,94,
RS,4319000,São Marcos,58,74,92,94,226,
RS,4319109,São Martinho,27,16,12,12,55,
RS,4319125,São Martinho da Serra,,,,,10,
RS,4319158,São Miguel das Missões,,,,,20,
RS,4319208,São Nicolau,15,15,5,10,15,
RS,4319307,São Paulo das Missões,25,24,25,13,28,
RS,4319356,São Pedro da Serra,,,,,27,
RS,4319364,São Pedro das Missões,,,,,,
RS,4319372,São Pedro do Butiá,,,,,28,
RS,4319406,São Pedro do Sul,35,58,36,33,86,
RS,4319505,São Sebastião do Caí,115,112,126,87,133,
RS,4319604,São Sepé,46,53,36,34,67,
RS,4319703,São Valentim,31,66,22,25,20,
RS,4319711,São Valentim do Sul,,,,,20,
RS,4319737,São Valério do Sul,,,,,8,
RS,4319752,São Vendelino,,,,,22,
RS,4319802,São Vicente do Sul,17,7,8,14,22,
RS,4319901,Sapiranga,133,161,384,392,667,
RS,4320008,Sapucaia do Sul,57,106,106,170,440,
RS,4320107,Sarandi,74,77,68,70,160,
RS,4320206,Seberi,21,24,25,19,53,
RS,4320230,Sede Nova,,,,,12,
RS,4320263,Segredo,,,,,18,
RS,4320305,Selbach,14,20,16,13,28,
RS,4320321,Senador Salgado Filho,,,,,,
RS,4320354,Sentinela do Sul,,,,,35,
RS,4320404,Serafina Corrêa,29,32,27,23,54,
RS,4320453,Sério,,,,,8,
RS,4320503,Sertão,41,26,10,10,21,
RS,4320552,Sertão Santana,,,,,28,
RS,4320578,Sete de Setembro,,,,,,
RS,4320602,Severiano de Almeida,3,12,3,5,18,
RS,4320651,Silveira Martins,,,,,19,
RS,4320677,Sinimbu,,,,,31,
RS,4320701,Sobradinho,55,80,49,55,88,
RS,4320800,Soledade,99,74,72,89,178,
RS,4320859,Tabaí,,,,,,
RS,4320909,Tapejara,61,89,53,46,101,
RS,4321006,Tapera,44,49,39,38,50,
RS,4321105,Tapes,61,144,74,60,96,
RS,4321204,Taquara,167,208,271,172,502,
RS,4321303,Taquari,59,60,71,73,166,
RS,4321329,Taquaruçu do Sul,,,,,4,
RS,4321352,Tavares,,,,6,8,
RS,4321402,Tenente Portela,80,94,52,33,71,
RS,4321436,Terra de Areia,,,,,66,
RS,4321451,Teutônia,,,,64,157,
RS,4321469,Tio Hugo,,,,,,
RS,4321477,Tiradentes do Sul,,,,,10,
RS,4321493,Toropi,,,,,,
RS,4321501,Torres,75,193,82,102,145,
RS,4321600,Tramandaí,19,27,26,39,119,
RS,4321626,Travesseiro,,,,,13,
RS,4321634,Três Arroios,,,,,10,
RS,4321667,Três Cachoeiras,,,,,67,
RS,4321709,Três Coroas,61,94,165,188,433,
RS,4321808,Três de Maio,130,111,88,75,146,
RS,4321832,Três Forquilhas,,,,,8,
RS,4321857,Três Palmeiras,,,,,7,
RS,4321907,Três Passos,85,139,77,67,115,
RS,4321956,Trindade do Sul,,,,,14,
RS,4322004,Triunfo,10,21,30,43,84,
RS,4322103,Tucunduva,26,27,19,14,31,
RS,4322152,Tunas,,,,,10,
RS,4322186,Tupanci do Sul,,,,,5,
RS,4322202,Tupanciretã,36,13,19,24,43,
RS,4322251,Tupandi,,,,,15,
RS,4322301,Tuparendi,31,33,30,16,37,
RS,4322327,Turuçu,,,,,,
RS,4322343,Ubiretama,,,,,,
RS,4322350,União da Serra,,,,,10,
RS,4322376,Unistalda,,,,,,
RS,4322400,Uruguaiana,109,99,101,117,194,
RS,4322509,Vacaria,135,149,148,161,265,
RS,4322525,Vale Verde,,,,,,
RS,4322533,Vale do Sol,,,,,23,
RS,4322541,Vale Real,,,,,37,
RS,4322558,Vanini,,,,,27,
RS,4322608,Venâncio Aires,170,204,144,151,303,
RS,4322707,Vera Cruz,28,47,34,43,100,
RS,4322806,Veranópolis,144,128,161,151,244,
RS,4322855,Vespasiano Correa,,,,,,
RS,4322905,Viadutos,11,18,14,17,19,
RS,4323002,Viamão,120,148,139,146,502,
RS,4323101,Vicente Dutra,17,24,14,16,16,
RS,4323200,Victor Graeff,17,9,5,7,9,
RS,4323309,Vila Flores,,,,,81,
RS,4323358,Vila Lângaro,,,,,,
RS,4323408,Vila Maria,,,,,24,
RS,4323457,Vila Nova do Sul,,,,,10,
RS,4323507,Vista Alegre,,,,,11,
RS,4323606,Vista Alegre do Prata,,,,,19,
RS,4323705,Vista Gaúcha,,,,,10,
RS,4323754,Vitória das Missões,,,,,6,
RS,4323770,Westfalia,,,,,,
RS,4323804,Xangri-lá,,,,,44,
RS,4399919,Santa Cristina do Pinhal,,,,,,
RS,4399929,Santa Izabel,,,,,,
SC,4200051,Abdon Batista,,,,,7,
SC,4200101,Abelardo Luz,52,50,46,40,55,
SC,4200200,Agrolândia,33,37,30,25,75,
SC,4200309,Agronômica,19,17,21,14,17,
SC,4200408,Água Doce,26,27,31,18,37,
SC,4200507,Águas de Chapecó,6,7,7,5,16,
SC,4200556,Águas Frias,,,,,7,
SC,4200606,Águas Mornas,10,14,10,5,10,
SC,4200705,Alfredo Wagner,23,20,15,9,56,
SC,4200754,Alto Bela Vista,,,,,,
SC,4200804,Anchieta,15,21,28,28,29,
SC,4200903,Angelina,27,13,18,7,12,
SC,4201000,Anita Garibaldi,38,27,21,37,21,
SC,4201109,Anitápolis,26,33,22,16,11,
SC,4201208,Antônio Carlos,21,31,25,20,36,
SC,4201257,Apiúna,,,,,44,
SC,4201273,Arabutã,,,,,19,
SC,4201307,Araquari,8,7,17,11,40,
SC,4201406,Araranguá,150,113,142,145,416,
SC,4201505,Armazém,21,31,17,19,54,
SC,4201604,Arroio Trinta,6,8,14,6,28,
SC,4201653,Arvoredo,,,,,4,
SC,4201703,Ascurra,16,33,34,34,66,
SC,4201802,Atalanta,15,9,6,6,24,
SC,4201901,Aurora,10,11,6,8,26,
SC,4201950,Balneário Arroio do Silva,,,,,,
SC,4202008,Balneário Camboriú,34,36,60,72,305,
SC,4202057,Balneário Barra do Sul,,,,,10,
SC,4202073,Balneário Gaivota,,,,,,
SC,4202081,Bandeirante,,,,,,
SC,4202099,Barra Bonita,,,,,,
SC,4202107,Barra Velha,23,38,54,24,59,
SC,4202131,Bela Vista do Toldo,,,,,,
SC,4202156,Belmonte,,,,,4,
SC,4202206,Benedito Novo,67,85,78,74,116,
SC,4202305,Biguaçu,41,51,41,37,135,
SC,4202404,Blumenau,399,413,648,575,2000,
SC,4202438,Bocaina do Sul,,,,,,
SC,4202453,Bombinhas,,,,,17,
SC,4202503,Bom Jardim da Serra,18,20,23,9,15,
SC,4202537,Bom Jesus,,,,,,
SC,4202578,Bom Jesus do Oeste,,,,,,
SC,4202602,Bom Retiro,23,19,22,16,38,
SC,4202701,Botuverá,30,32,29,21,31,
SC,4202800,Braço do Norte,49,48,61,56,188,
SC,4202859,Braço do Trombudo,,,,,20,
SC,4202875,Brunópolis,,,,,,
SC,4202909,Brusque,143,186,230,234,1134,
SC,4203006,Caçador,128,108,151,126,278,
SC,4203105,Caibi,16,18,21,15,27,
SC,4203154,Calmon,,,,,10,
SC,4203204,Camboriú,28,25,49,52,152,
SC,4203253,Capão Alto,,,,,,
SC,4203303,Campo Alegre,30,39,55,45,87,
SC,4203402,Campo Belo do Sul,19,13,11,6,10,
SC,4203501,Campo Erê,32,43,44,55,51,
SC,4203600,Campos Novos,80,69,72,63,114,
SC,4203709,Canelinha,54,46,55,66,125,
SC,4203808,Canoinhas,115,132,121,94,205,
SC,4203907,Capinzal,39,30,49,55,81,
SC,4203956,Capivari de Baixo,,,,,48,
SC,4204004,Catanduvas,28,31,31,26,46,
SC,4204103,Caxambu do Sul,21,21,12,13,7,
SC,4204152,Celso Ramos,,,,,8,
SC,4204178,Cerro Negro,,,,,3,
SC,4204194,Chapadão do Lageado,,,,,,
SC,4204202,Chapecó,173,173,182,169,498,
SC,4204251,Cocal do Sul,,,,,99,
SC,4204301,Concórdia,121,120,117,108,220,
SC,4204350,Cordilheira Alta,,,,,10,
SC,4204400,Coronel Freitas,34,42,47,34,53,
SC,4204459,Coronel Martins,,,,,2,
SC,4204509,Corupá,37,45,50,45,85,
SC,4204558,Correia Pinto,,,,22,27,
SC,4204608,Criciúma,193,267,349,331,1296,
SC,4204707,Cunha Porã,51,55,49,53,85,
SC,4204756,Cunhataí,,,,,,
SC,4204806,Curitibanos,128,104,114,97,145,
SC,4204905,Descanso,43,53,34,30,48,
SC,4205001,Dionísio Cerqueira,15,17,13,11,18,
SC,4205100,Dona Emma,24,23,15,13,28,
SC,4205159,Doutor Pedrinho,,,,,45,
SC,4205175,Entre Rios,,,,,,
SC,4205191,Ermo,,,,,,
SC,4205209,Erval Velho,7,9,13,15,19,
SC,4205308,Faxinal dos Guedes,20,19,18,16,25,
SC,4205357,Flor do Sertão,,,,,,
SC,4205407,Florianópolis,163,183,272,261,849,
SC,4205431,Formosa do Sul,,,,,6,
SC,4205456,Forquilhinha,,,,,52,
SC,4205506,Fraiburgo,30,23,34,33,94,
SC,4205555,Frei Rogério,,,,,,
SC,4205605,Galvão,12,9,14,13,16,
SC,4205704,Garopaba,10,16,9,7,64,
SC,4205803,Garuva,13,14,33,31,61,
SC,4205902,Gaspar,93,120,135,132,539,
SC,4206009,Governador Celso Ramos,10,14,11,12,14,
SC,4206108,Grão Pará,34,29,28,15,34,
SC,4206207,Gravatal,26,32,12,13,78,
SC,4206306,Guabiruba,49,47,43,44,144,
SC,4206405,Guaraciaba,22,33,34,34,70,
SC,4206504,Guaramirim,53,40,53,69,264,
SC,4206603,Guarujá do Sul,15,16,19,10,23,
SC,4206652,Guatambú,,,,,8,
SC,4206702,Herval d'Oeste,31,31,28,23,50,
SC,4206751,Ibiam,,,,,,
SC,4206801,Ibicaré,12,16,12,8,29,
SC,4206900,Ibirama,114,106,97,77,160,
SC,4207007,Içara,26,49,82,73,224,
SC,4207106,Ilhota,35,36,27,14,96,
SC,4207205,Imaruí,36,16,23,25,18,
SC,4207304,Imbituba,22,21,34,30,85,
SC,4207403,Imbuia,6,10,7,3,8,
SC,4207502,Indaial,146,138,144,115,384,
SC,4207577,Iomerê,,,,,,
SC,4207601,Ipira,8,8,8,6,13,
SC,4207650,Iporã do Oeste,,,,,38,
SC,4207684,Ipuaçu,,,,,9,
SC,4207700,Ipumirim,16,12,12,10,15,
SC,4207759,Iraceminha,,,,,20,
SC,4207809,Irani,10,27,11,8,32,
SC,4207858,Irati,,,,,5,
SC,4207908,Irineópolis,7,17,14,11,31,
SC,4208005,Itá,16,13,14,15,30,
SC,4208104,Itaiópolis,83,74,78,55,83,
SC,4208203,Itajaí,172,237,287,245,614,
SC,4208302,Itapema,7,4,8,12,121,
SC,4208401,Itapiranga,61,70,60,65,60,
SC,4208450,Itapoá,,,,,15,
SC,4208500,Ituporanga,63,50,44,40,86,
SC,4208609,Jaborá,15,15,9,5,17,
SC,4208708,Jacinto Machado,31,29,25,22,33,
SC,4208807,Jaguaruna,31,96,82,113,94,
SC,4208906,Jaraguá do Sul,190,236,295,299,933,
SC,4208955,Jardinópolis,,,,,5,
SC,4209003,Joaçaba,74,98,128,101,203,
SC,4209102,Joinville,418,438,819,649,1999,
SC,4209151,José Boiteux,,,,,48,
SC,4209177,Jupiá,,,,,,
SC,4209201,Lacerdópolis,7,8,11,10,16,
SC,4209300,Lages,234,277,341,257,702,
SC,4209409,Laguna,64,27,31,33,86,
SC,4209458,Lajeado Grande,,,,,8,
SC,4209508,Laurentino,14,22,24,27,54,
SC,4209607,Lauro Muller,15,32,38,38,53,
SC,4209706,Lebon Régis,25,15,21,14,30,
SC,4209805,Leoberto Leal,9,10,5,3,1,
SC,4209854,Lindóia do Sul,,,,,18,
SC,4209904,Lontras,30,25,25,20,53,
SC,4210001,Luiz Alves,35,50,53,48,88,
SC,4210035,Luzerna,,,,,,
SC,4210050,Macieira,,,,,3,
SC,4210100,Mafra,142,144,158,113,304,
SC,4210209,Major Gercino,32,25,22,13,16,
SC,4210308,Major Vieira,16,10,10,9,17,
SC,4210407,Maracajá,26,29,22,21,38,
SC,4210506,Maravilha,41,47,58,51,109,
SC,4210555,Marema,,,,,11,
SC,4210605,Massaranduba,34,38,47,48,104,
SC,4210704,Matos Costa,13,16,15,16,11,
SC,4210803,Meleiro,29,56,33,29,39,
SC,4210852,Mirim Doce,,,,,11,
SC,4210902,Modelo,16,36,24,18,37,
SC,4211009,Mondaí,39,62,55,57,23,
SC,4211058,Monte Carlo,,,,,31,
SC,4211108,Monte Castelo,8,14,10,11,40,
SC,4211207,Morro da Fumaça,29,69,96,79,184,
SC,4211256,Morro Grande,,,,,12,
SC,4211306,Navegantes,20,21,27,29,101,
SC,4211405,Nova Erechim,4,8,2,7,40,
SC,4211454,Nova Itaberaba,,,,,8,
SC,4211504,Nova Trento,56,68,36,38,66,
SC,4211603,Nova Veneza,43,56,67,62,120,
SC,4211652,Novo Horizonte,,,,,4,
SC,4211702,Orleans,49,68,81,58,111,
SC,4211751,Otacílio Costa,,,,27,59,
SC,4211801,Ouro,13,9,15,9,21,
SC,4211850,Ouro Verde,,,,,2,
SC,4211876,Paial,,,,,,
SC,4211892,Painel,,,,,,
SC,4211900,Palhoça,81,84,70,56,292,
SC,4212007,Palma Sola,21,19,17,16,35,
SC,4212056,Palmeira,,,,,,
SC,4212106,Palmitos,38,48,44,37,71,
SC,4212205,Papanduva,30,22,31,30,47,
SC,4212239,Paraíso,,,,,12,
SC,4212254,Passo de Torres,,,,,13,
SC,4212270,Passos Maia,,,,,17,
SC,4212304,Paulo Lopes,21,24,22,19,20,
SC,4212403,Pedras Grandes,21,21,29,26,32,
SC,4212502,Penha,5,5,7,8,52,
SC,4212601,Peritiba,4,5,4,7,17,
SC,4212650,Pescaria Brava,,,,,,
SC,4212700,Petrolândia,43,18,7,13,21,
SC,4212809,Piçarras,9,16,20,6,36,
SC,4212908,Pinhalzinho,20,42,51,60,104,
SC,4213005,Pinheiro Preto,14,14,16,17,30,
SC,4213104,Piratuba,14,15,13,14,19,
SC,4213153,Planalto Alegre,,,,,6,
SC,4213203,Pomerode,72,89,89,75,204,
SC,4213302,Ponte Alta,10,5,8,9,13,
SC,4213351,Ponte Alta do Norte,,,,,15,
SC,4213401,Ponte Serrada,45,50,61,50,54,
SC,4213500,Porto Belo,8,7,11,19,41,
SC,4213609,Porto União,79,89,69,60,135,
SC,4213708,Pouso Redondo,20,23,36,43,78,
SC,4213807,Praia Grande,29,26,27,16,54,
SC,4213906,Presidente Castelo Branco,5,6,2,2,7,
SC,4214003,Presidente Getúlio,53,49,35,33,81,
SC,4214102,Presidente Nereu,17,12,11,4,5,
SC,4214151,Princesa,,,,,,
SC,4214201,Quilombo,39,43,41,35,38,
SC,4214300,Rancho Queimado,9,8,6,6,12,
SC,4214409,Rio das Antas,18,25,10,10,20,
SC,4214508,Rio do Campo,38,20,11,20,19,
SC,4214607,Rio do Oeste,29,35,26,32,57,
SC,4214706,Rio dos Cedros,33,51,55,102,132,
SC,4214805,Rio do Sul,136,129,167,141,475,
SC,4214904,Rio Fortuna,7,12,7,9,19,
SC,4215000,Rio Negrinho,45,73,141,121,266,
SC,4215059,Rio Rufino,,,,,3,
SC,4215075,Riqueza,,,,,22,
SC,4215109,Rodeio,35,37,36,35,110,
SC,4215208,Romelândia,18,29,25,24,19,
SC,4215307,Salete,18,19,21,22,41,
SC,4215356,Saltinho,,,,,,
SC,4215406,Salto Veloso,8,10,17,9,29,
SC,4215455,Sangão,,,,,120,
SC,4215505,Santa Cecília,36,32,44,36,64,
SC,4215554,Santa Helena,,,,,6,
SC,4215604,Santa Rosa de Lima,15,14,16,13,11,
SC,4215653,Santa Rosa do Sul,,,,,24,
SC,4215679,Santa Terezinha,,,,,6,
SC,4215687,Santa Terezinha do Progresso,,,,,,
SC,4215695,Santiago do Sul,,,,,,
SC,4215703,Santo Amaro da Imperatriz,26,30,27,14,54,
SC,4215752,São Bernardino,,,,,,
SC,4215802,São Bento do Sul,100,161,227,226,451,
SC,4215901,São Bonifácio,32,28,32,23,23,
SC,4216008,São Carlos,28,29,30,29,59,
SC,4216057,São Cristovão do Sul,,,,,13,
SC,4216107,São Domingos,22,28,23,32,58,
SC,4216206,São Francisco do Sul,26,24,34,17,65,
SC,4216255,São João do Oeste,,,,,27,
SC,4216305,São João Batista,77,89,107,125,210,
SC,4216354,São João do Itaperiú,,,,,15,
SC,4216404,São João do Sul,20,35,25,15,23,
SC,4216503,São Joaquim,64,53,64,42,79,
SC,4216602,São José,54,93,179,224,762,
SC,4216701,São José do Cedro,39,60,49,39,98,
SC,4216800,São José do Cerrito,13,8,8,5,3,
SC,4216909,São Lourenço do Oeste,44,61,60,52,86,
SC,4217006,São Ludgero,22,19,16,19,50,
SC,4217105,São Martinho,23,14,17,9,22,
SC,4217154,São Miguel da Boa Vista,,,,,3,
SC,4217204,São Miguel do Oeste,91,108,102,100,186,
SC,4217253,São Pedro de Alcântara,,,,,,
SC,4217303,Saudades,22,34,21,21,42,
SC,4217402,Schroeder,16,16,16,14,72,
SC,4217501,Seara,29,38,37,26,52,
SC,4217550,Serra Alta,,,,,23,
SC,4217600,Siderópolis,22,17,30,28,80,
SC,4217709,Sombrio,62,66,92,138,269,
SC,4217758,Sul Brasil,,,,,4,
SC,4217808,Taió,97,86,77,72,102,
SC,4217907,Tangará,32,23,27,27,29,
SC,4217956,Tigrinhos,,,,,,
SC,4218004,Tijucas,45,38,39,40,87,
SC,4218103,Timbé do Sul,24,26,16,26,25,
SC,4218202,Timbó,108,135,148,118,403,
SC,4218251,Timbó Grande,,,,,10,
SC,4218301,Três Barras,15,28,30,27,32,
SC,4218350,Treviso,,,,,,
SC,4218400,Treze de Maio,10,32,22,25,61,
SC,4218509,Treze Tílias,12,12,13,14,39,
SC,4218608,Trombudo Central,33,45,35,35,81,
SC,4218707,Tubarão,146,113,202,203,649,
SC,4218756,Tunápolis,,,,,26,
SC,4218806,Turvo,37,47,47,29,74,
SC,4218855,União do Oeste,,,,,9,
SC,4218905,Urubici,31,23,41,83,34,
SC,4218954,Urupema,,,,,3,
SC,4219002,Urussanga,60,55,85,77,132,
SC,4219101,Vargeão,12,9,8,5,17,
SC,4219150,Vargem,,,,,10,
SC,4219176,Vargem Bonita,,,,,14,
SC,4219200,Vidal Ramos,46,30,19,14,19,
SC,4219309,Videira,97,94,113,93,195,
SC,4219358,Vitor Meireles,,,,,24,
SC,4219408,Witmarsum,15,11,8,8,15,
SC,4219507,Xanxerê,54,54,75,83,203,
SC,4219606,Xavantina,10,6,6,7,7,
SC,4219705,Xaxim,48,50,53,54,95,
SC,4219853,Zortéa,,,,,,
SC,4220000,Balneário Rincão,,,,,,
SC,4299919,São Miguel,,,,,,
SE,2800100,Amparo de São Francisco,11,6,1,2,2,
SE,2800209,Aquidabã,33,30,17,11,4,
SE,2800308,Aracaju,318,518,383,409,716,
SE,2800407,Arauá,6,5,6,7,4,
SE,2800506,Areia Branca,7,12,16,15,4,
SE,2800605,Barra dos Coqueiros,6,6,3,7,7,
SE,2800670,Boquim,11,12,12,13,20,
SE,2800704,Brejo Grande,20,13,12,9,0,
SE,2801009,Campo do Brito,13,21,6,7,19,
SE,2801108,Canhoba,4,1,,2,0,
SE,2801207,Canindé de São Francisco,,1,1,3,8,
SE,2801306,Capela,19,15,16,10,19,
SE,2801405,Carira,25,26,28,35,5,
SE,2801504,Carmópolis,9,1,7,4,5,
SE,2801603,Cedro de São João,13,6,4,10,1,
SE,2801702,Cristinápolis,5,11,4,3,4,
SE,2801900,Cumbe,5,12,1,2,3,
SE,2802007,Divina Pastora,3,1,3,3,1,
SE,2802106,Estância,68,79,66,58,52,
SE,2802205,Feira Nova,2,8,4,3,0,
SE,2802304,Frei Paulo,18,13,14,16,13,
SE,2802403,Gararu,2,9,10,9,2,
SE,2802502,General Maynard,1,,1,1,0,
SE,2802601,Gracho Cardoso,1,7,12,4,1,
SE,2802700,Ilha das Flores,7,14,8,10,0,
SE,2802809,Indiaroba,5,2,8,11,1,
SE,2802908,Itabaiana,110,145,126,132,100,
SE,2803005,Itabaianinha,129,141,327,349,10,
SE,2803104,Itabi,11,12,13,9,0,
SE,2803203,Itaporanga d'Ajuda,5,10,6,5,7,
SE,2803302,Japaratuba,13,28,34,25,3,
SE,2803401,Japoatã,3,10,8,8,2,
SE,2803500,Lagarto,76,83,103,126,76,
SE,2803609,Laranjeiras,11,18,14,38,10,
SE,2803708,Macambira,14,7,3,1,0,
SE,2803807,Malhada dos Bois,4,11,3,5,0,
SE,2803906,Malhador,12,11,16,14,3,
SE,2804003,Maruim,24,28,14,14,16,
SE,2804102,Moita Bonita,23,28,26,27,5,
SE,2804201,Monte Alegre de Sergipe,5,9,10,9,1,
SE,2804300,Muribeca,8,13,6,11,3,
SE,2804409,Neópolis,24,34,26,30,5,
SE,2804458,Nossa Senhora Aparecida,5,5,4,7,0,
SE,2804508,Nossa Senhora da Glória,9,19,18,25,10,
SE,2804607,Nossa Senhora das Dores,24,26,49,36,4,
SE,2804706,Nossa Senhora de Lourdes,6,3,4,5,1,
SE,2804805,Nossa Senhora do Socorro,145,150,20,7,49,
SE,2804904,Pacatuba,8,9,6,2,2,
SE,2805000,Pedra Mole,2,,1,1,1,
SE,2805109,Pedrinhas,5,10,9,9,0,
SE,2805208,Pinhão,9,3,2,3,3,
SE,2805307,Pirambu,2,3,3,2,2,
SE,2805406,Poço Redondo,5,4,13,23,2,
SE,2805505,Poço Verde,17,20,8,11,5,
SE,2805604,Porto da Folha,38,43,53,62,4,
SE,2805703,Propriá,88,52,45,49,22,
SE,2805802,Riachão do Dantas,10,22,6,3,2,
SE,2805901,Riachuelo,7,8,10,3,5,
SE,2806008,Ribeirópolis,20,19,17,16,3,
SE,2806107,Rosário do Catete,4,1,1,,5,
SE,2806206,Salgado,21,18,31,27,2,
SE,2806305,Santa Luzia do Itanhy,7,10,2,1,2,
SE,2806404,Santana do São Francisco,,,,,1,
SE,2806503,Santa Rosa de Lima,3,1,1,1,0,
SE,2806602,Santo Amaro das Brotas,9,3,16,2,3,
SE,2806701,São Cristóvão,16,39,25,15,37,
SE,2806800,São Domingos,10,14,6,9,0,
SE,2806909,São Francisco,4,7,3,2,1,
SE,2807006,São Miguel do Aleixo,8,9,1,3,0,
SE,2807105,Simão Dias,53,35,38,23,10,
