Renda per capita
Sigla,Código,Município,1991,2000,
RS,4311809,Marau,240.204,350.065,
RS,4311908,Marcelino Ramos,175.472,239.752,
RS,4311981,Mariana Pimentel,142.908,204.968,
RS,4312005,Mariano Moro,173.554,277.956,
RS,4312054,Marques de Souza,187.309,260.918,
RS,4312104,Mata,148.157,181.912,
RS,4312138,Mato Castelhano,127.972,225.969,
RS,4312153,Mato Leitão,168.395,237.033,
RS,4312179,Mato Queimado,,,
RS,4312203,Maximiliano de Almeida,142.492,192.335,
RS,4312252,Minas do Leão,139.43,189.3,
RS,4312302,Miraguaí,92.068,133.967,
RS,4312351,Montauri,201.459,412.267,
RS,4312377,Monte Alegre dos Campos,97.047,124.894,
RS,4312385,Monte Belo do Sul,207.619,334.473,
RS,4312401,Montenegro,261.62,364.255,
RS,4312427,Mormaço,104.597,194.869,
RS,4312443,Morrinhos do Sul,146.998,181.858,
RS,4312450,Morro Redondo,143.04,233.117,
RS,4312476,Morro Reuter,188.84,325.356,
RS,4312500,Mostardas,196.526,206.365,
RS,4312609,Muçum,252.948,312.829,
RS,4312617,Muitos Capões,129.305,188.73,
RS,4312625,Muliterno,123.818,186.721,
RS,4312658,Não-Me-Toque,250.861,350.195,
RS,4312674,Nicolau Vergueiro,146.544,233.594,
RS,4312708,Nonoai,161.182,197.949,
RS,4312757,Nova Alvorada,184.623,280.493,
RS,4312807,Nova Araçá,305.278,433.626,
RS,4312906,Nova Bassano,239.11,425.913,
RS,4312955,Nova Boa Vista,166.846,211.574,
RS,4313003,Nova Bréscia,179.388,329.375,
RS,4313011,Nova Candelária,101.446,216.364,
RS,4313037,Nova Esperança do Sul,157.111,212.782,
RS,4313060,Nova Hartz,190.823,236.739,
RS,4313086,Nova Pádua,220.023,354.455,
RS,4313102,Nova Palma,164.874,278.764,
RS,4313201,Nova Petrópolis,279.791,408.872,
RS,4313300,Nova Prata,273.738,390.052,
RS,4313334,Nova Ramada,165.208,223.238,
RS,4313359,Nova Roma do Sul,199.942,337.291,
RS,4313375,Nova Santa Rita,197.949,278.975,
RS,4313391,Novo Cabrais,144.869,159.969,
RS,4313409,Novo Hamburgo,313.121,390.947,
RS,4313425,Novo Machado,119.246,179.995,
RS,4313441,Novo Tiradentes,87.923,126.733,
RS,4313466,Novo Xingu,,,
RS,4313490,Novo Barreiro,68.116,153.57,
RS,4313508,Osório,273.715,321.79,
RS,4313607,Paim Filho,117.926,275.519,
RS,4313656,Palmares do Sul,228.903,233.714,
RS,4313706,Palmeira das Missões,184.859,265.698,
RS,4313805,Palmitinho,88.385,211.147,
RS,4313904,Panambi,179.932,317.375,
RS,4313953,Pantano Grande,166.847,213.448,
RS,4314001,Paraí,237.006,388.556,
RS,4314027,Paraíso do Sul,176.679,196.7,
RS,4314035,Pareci Novo,220.32,314.726,
RS,4314050,Parobé,210.066,241.939,
RS,4314068,Passa Sete,101.763,122.199,
RS,4314076,Passo do Sobrado,219.73,197.385,
RS,4314100,Passo Fundo,286.593,405.647,
RS,4314134,Paulo Bento,,,
RS,4314159,Paverama,130.757,215.014,
RS,4314175,Pedras Altas,,,
RS,4314209,Pedro Osório,212.951,255.396,
RS,4314308,Pejuçara,245.154,294.313,
RS,4314407,Pelotas,259.386,345.202,
RS,4314423,Picada Café,217.818,311.936,
RS,4314456,Pinhal,105.43,195.432,
RS,4314464,Pinhal da Serra,,,
RS,4314472,Pinhal Grande,134.135,208.659,
RS,4314498,Pinheirinho do Vale,96.551,156.173,
RS,4314506,Pinheiro Machado,164.905,215.166,
RS,4314548,Pinto Bandeira,,,
RS,4314555,Pirapó,82.254,126.366,
RS,4314605,Piratini,118.729,191.015,
RS,4314704,Planalto,115.556,188.737,
RS,4314753,Poço das Antas,161.228,243.731,
RS,4314779,Pontão,110.816,214.882,
RS,4314787,Ponte Preta,102.294,165.487,
RS,4314803,Portão,182.484,320.989,
RS,4314902,Porto Alegre,525.21,709.88,
RS,4315008,Porto Lucena,99.912,160.635,
RS,4315057,Porto Mauá,106.836,179.803,
RS,4315073,Porto Vera Cruz,83.73,132.164,
RS,4315107,Porto Xavier,141.317,209.508,
RS,4315131,Pouso Novo,140.809,229.598,
RS,4315149,Presidente Lucena,153.923,276.171,
RS,4315156,Progresso,152.303,216.882,
RS,4315172,Protásio Alves,154.076,356.57,
RS,4315206,Putinga,130.631,368.012,
RS,4315305,Quaraí,193.644,229.875,
RS,4315313,Quatro Irmãos,,,
RS,4315321,Quevedos,96.159,158.585,
RS,4315354,Quinze de Novembro,218.573,285.676,
RS,4315404,Redentora,81.422,96.634,
RS,4315453,Relvado,178.598,268.568,
RS,4315503,Restinga Seca,186.429,225.379,
RS,4315552,Rio dos Índios,59.524,129.664,
RS,4315602,Rio Grande,235.173,318.365,
RS,4315701,Rio Pardo,176.608,239.372,
RS,4315750,Riozinho,128.873,211.17,
RS,4315800,Roca Sales,193.709,288.735,
RS,4315909,Rodeio Bonito,128.084,249.965,
RS,4315958,Rolador,,,
RS,4316006,Rolante,160.111,240.855,
RS,4316105,Ronda Alta,129.165,245.54,
RS,4316204,Rondinha,187.405,267.619,
RS,4316303,Roque Gonzales,107.454,165.177,
RS,4316402,Rosário do Sul,162.152,221.452,
RS,4316428,Sagrada Família,67.219,134.072,
RS,4316436,Saldanha Marinho,268.555,274.631,
RS,4316451,Salto do Jacuí,167.311,226.001,
RS,4316477,Salvador das Missões,125.756,210.419,
RS,4316501,Salvador do Sul,179.827,304.121,
RS,4316600,Sananduva,167.07,328.631,
RS,4316709,Santa Bárbara do Sul,212.05,264.805,
RS,4316733,Santa Cecília do Sul,,,
RS,4316758,Santa Clara do Sul,160.045,253.524,
RS,4316808,Santa Cruz do Sul,285.172,386.213,
RS,4316907,Santa Maria,319.358,429.253,
RS,4316956,Santa Maria do Herval,157.823,247.76,
RS,4316972,Santa Margarida do Sul,,,
RS,4317004,Santana da Boa Vista,90.563,152.942,
RS,4317103,Santana do Livramento,224.529,307.202,
RS,4317202,Santa Rosa,218.29,309.383,
RS,4317251,Santa Tereza,166.809,288.089,
RS,4317301,Santa Vitória do Palmar,235.932,406.431,
RS,4317400,Santiago,189.726,304.662,
RS,4317509,Santo Ângelo,232.426,330.54,
RS,4317558,Santo Antônio do Palma,130.095,250.871,
RS,4317608,Santo Antônio da Patrulha,200.668,219.919,
RS,4317707,Santo Antônio das Missões,130.113,175.681,
RS,4317756,Santo Antônio do Planalto,171.953,243.187,
RS,4317806,Santo Augusto,189.529,218.113,
RS,4317905,Santo Cristo,145.336,221.179,
RS,4317954,Santo Expedito do Sul,87.702,174.857,
RS,4318002,São Borja,213.765,246.992,
RS,4318051,São Domingos do Sul,224.698,301.032,
RS,4318101,São Francisco de Assis,131.488,176.741,
RS,4318200,São Francisco de Paula,191.311,239.333,
RS,4318309,São Gabriel,205.438,253.298,
RS,4318408,São Jerônimo,216.043,303.754,
RS,4318424,São João da Urtiga,108.766,197.396,
RS,4318432,São João do Polêsine,152.073,310.771,
RS,4318440,São Jorge,183.138,316.424,
RS,4318457,São José das Missões,86.508,162.765,
RS,4318465,São José do Herval,115.841,166.831,
RS,4318481,São José do Hortêncio,153.641,250.83,
RS,4318499,São José do Inhacorá,108.108,205.063,
RS,4318507,São José do Norte,118.354,148.956,
RS,4318606,São José do Ouro,145.588,250.901,
RS,4318614,São José do Sul,,,
RS,4318622,São José dos Ausentes,118.527,188.466,
RS,4318705,São Leopoldo,288.95,370.061,
RS,4318804,São Lourenço do Sul,196.646,237.009,
RS,4318903,São Luiz Gonzaga,174.425,248.662,
RS,4319000,São Marcos,323.427,383.967,
RS,4319109,São Martinho,128.657,242.607,
RS,4319125,São Martinho da Serra,112.218,189.682,
RS,4319158,São Miguel das Missões,126.884,230.884,
RS,4319208,São Nicolau,119.355,132.403,
RS,4319307,São Paulo das Missões,95.863,149.601,
RS,4319356,São Pedro da Serra,188.124,271.832,
RS,4319364,São Pedro das Missões,,,
RS,4319372,São Pedro do Butiá,187.366,234.141,
RS,4319406,São Pedro do Sul,149.672,238.996,
RS,4319505,São Sebastião do Caí,258.847,353.967,
RS,4319604,São Sepé,191.876,223.717,
RS,4319703,São Valentim,166.803,191.664,
RS,4319711,São Valentim do Sul,144.752,359.308,
RS,4319737,São Valério do Sul,80.705,128.584,
RS,4319752,São Vendelino,149.577,289.063,
RS,4319802,São Vicente do Sul,185.649,249.432,
RS,4319901,Sapiranga,214.939,300.34,
RS,4320008,Sapucaia do Sul,199.85,271.379,
RS,4320107,Sarandi,180.675,292.417,
RS,4320206,Seberi,104.005,192.95,
RS,4320230,Sede Nova,113.674,195.108,
RS,4320263,Segredo,103.457,147.739,
RS,4320305,Selbach,231.444,496.404,
RS,4320321,Senador Salgado Filho,98.279,165.6,
RS,4320354,Sentinela do Sul,126.244,178.255,
RS,4320404,Serafina Corrêa,255.27,381.519,
RS,4320453,Sério,123.046,171.502,
RS,4320503,Sertão,130.391,268.44,
RS,4320552,Sertão Santana,167.676,238.675,
RS,4320578,Sete de Setembro,89.841,139.831,
RS,4320602,Severiano de Almeida,115.698,248.994,
RS,4320651,Silveira Martins,164.573,254.171,
RS,4320677,Sinimbu,130.767,192.697,
RS,4320701,Sobradinho,185.524,248.838,
RS,4320800,Soledade,190.301,268.426,
RS,4320859,Tabaí,118.169,215.449,
RS,4320909,Tapejara,175.173,281.684,
RS,4321006,Tapera,223.462,318.749,
RS,4321105,Tapes,226.418,278.108,
RS,4321204,Taquara,288.162,345.436,
RS,4321303,Taquari,175.19,265.523,
RS,4321329,Taquaruçu do Sul,134.965,194.305,
RS,4321352,Tavares,168.882,212.903,
RS,4321402,Tenente Portela,120.658,180.433,
RS,4321436,Terra de Areia,175.217,235.959,
RS,4321451,Teutônia,241.343,321.86,
RS,4321469,Tio Hugo,,,
RS,4321477,Tiradentes do Sul,85.615,150.447,
RS,4321493,Toropi,96.694,165.499,
RS,4321501,Torres,257.162,317.739,
RS,4321600,Tramandaí,200.194,326.963,
RS,4321626,Travesseiro,143.141,241.177,
RS,4321634,Três Arroios,220.02,239.108,
RS,4321667,Três Cachoeiras,295.244,262.089,
RS,4321709,Três Coroas,215.827,307.031,
RS,4321808,Três de Maio,168.13,256.812,
RS,4321832,Três Forquilhas,112.326,162.952,
RS,4321857,Três Palmeiras,127.831,200.371,
RS,4321907,Três Passos,169.191,265.511,
RS,4321956,Trindade do Sul,76.084,151.127,
RS,4322004,Triunfo,210.738,281.903,
RS,4322103,Tucunduva,194.431,249.419,
RS,4322152,Tunas,85.403,120.93,
RS,4322186,Tupanci do Sul,87.839,172.749,
RS,4322202,Tupanciretã,194.624,234.99,
RS,4322251,Tupandi,144.524,283.482,
RS,4322301,Tuparendi,143.286,247.691,
RS,4322327,Turuçu,300.94,190.743,
RS,4322343,Ubiretama,109.759,160.858,
RS,4322350,União da Serra,145.634,322.183,
RS,4322376,Unistalda,94.528,139.404,
RS,4322400,Uruguaiana,238.631,290.116,
RS,4322509,Vacaria,209.777,317.772,
RS,4322525,Vale Verde,136.816,186.721,
RS,4322533,Vale do Sol,127.626,189.884,
RS,4322541,Vale Real,155.488,294.324,
RS,4322558,Vanini,161.746,265.036,
RS,4322608,Venâncio Aires,177.358,260.737,
RS,4322707,Vera Cruz,171.993,230.105,
RS,4322806,Veranópolis,276.884,436.834,
RS,4322855,Vespasiano Correa,154.608,281.763,
RS,4322905,Viadutos,167.404,248.029,
RS,4323002,Viamão,202.704,253.874,
RS,4323101,Vicente Dutra,88.646,135.136,
RS,4323200,Victor Graeff,166.276,317.341,
RS,4323309,Vila Flores,222.157,246.566,
RS,4323358,Vila Lângaro,132.959,233.866,
RS,4323408,Vila Maria,193.22,314.953,
RS,4323457,Vila Nova do Sul,104.263,184.694,
RS,4323507,Vista Alegre,188.552,168.396,
RS,4323606,Vista Alegre do Prata,188.236,306.209,
RS,4323705,Vista Gaúcha,112.903,205.706,
RS,4323754,Vitória das Missões,107.909,135.862,
RS,4323770,Westfalia,,,
RS,4323804,Xangri-lá,251.949,283.319,
RS,4399919,Santa Cristina do Pinhal,,,
RS,4399929,Santa Izabel,,,
SC,4200051,Abdon Batista,105.371,166.91,
SC,4200101,Abelardo Luz,133.327,237.015,
SC,4200200,Agrolândia,150.635,213.495,
SC,4200309,Agronômica,151.791,267.315,
SC,4200408,Água Doce,144.326,273.258,
SC,4200507,Águas de Chapecó,105.108,262.021,
SC,4200556,Águas Frias,113.861,271.107,
SC,4200606,Águas Mornas,119.333,216.927,
SC,4200705,Alfredo Wagner,154.789,258.123,
SC,4200754,Alto Bela Vista,126.355,234.331,
SC,4200804,Anchieta,107.357,151.717,
SC,4200903,Angelina,128.366,185.134,
SC,4201000,Anita Garibaldi,80.445,158.049,
SC,4201109,Anitápolis,144.17,219.278,
SC,4201208,Antônio Carlos,167.856,291.832,
SC,4201257,Apiúna,161.198,243.018,
SC,4201273,Arabutã,170.889,312.914,
SC,4201307,Araquari,176.93,184.702,
SC,4201406,Araranguá,185.284,290.081,
SC,4201505,Armazém,160.051,258.084,
SC,4201604,Arroio Trinta,161.932,245.083,
SC,4201653,Arvoredo,157.67,179.681,
SC,4201703,Ascurra,204.914,290.595,
SC,4201802,Atalanta,145.39,256.985,
SC,4201901,Aurora,179.305,282.938,
SC,4201950,Balneário Arroio do Silva,145.123,267.963,
SC,4202008,Balneário Camboriú,421.532,670.282,
SC,4202057,Balneário Barra do Sul,163.425,255.953,
SC,4202073,Balneário Gaivota,150.135,223.83,
SC,4202081,Bandeirante,74.764,160.856,
SC,4202099,Barra Bonita,79.642,149.953,
SC,4202107,Barra Velha,175.147,273.573,
SC,4202131,Bela Vista do Toldo,89.809,123.589,
SC,4202156,Belmonte,84.897,172.691,
SC,4202206,Benedito Novo,186.954,252.123,
SC,4202305,Biguaçu,199.37,300.107,
SC,4202404,Blumenau,375.747,462.284,
SC,4202438,Bocaina do Sul,88.969,160.607,
SC,4202453,Bombinhas,175.259,311.561,
SC,4202503,Bom Jardim da Serra,133.494,216.653,
SC,4202537,Bom Jesus,121.792,179.891,
SC,4202578,Bom Jesus do Oeste,102.068,162.793,
SC,4202602,Bom Retiro,133.732,213.005,
SC,4202701,Botuverá,180.583,250.291,
SC,4202800,Braço do Norte,172.234,433.096,
SC,4202859,Braço do Trombudo,148.062,237.042,
SC,4202875,Brunópolis,81.755,143.535,
SC,4202909,Brusque,315.049,416.425,
SC,4203006,Caçador,203.135,276.224,
SC,4203105,Caibi,190.203,283.366,
SC,4203154,Calmon,108.369,114.973,
SC,4203204,Camboriú,205.366,237.33,
SC,4203253,Capão Alto,85.998,177.885,
SC,4203303,Campo Alegre,137.854,214.685,
SC,4203402,Campo Belo do Sul,88.001,154.394,
SC,4203501,Campo Erê,92.207,173.376,
SC,4203600,Campos Novos,172.261,251.452,
SC,4203709,Canelinha,176.578,260.266,
SC,4203808,Canoinhas,148.676,254.265,
SC,4203907,Capinzal,172.797,263.41,
SC,4203956,Capivari de Baixo,156.456,229.251,
SC,4204004,Catanduvas,196.102,271.623,
SC,4204103,Caxambu do Sul,94.593,186.003,
SC,4204152,Celso Ramos,96.487,154.832,
SC,4204178,Cerro Negro,68.784,111.643,
SC,4204194,Chapadão do Lageado,159.131,174.687,
SC,4204202,Chapecó,223.772,341.637,
SC,4204251,Cocal do Sul,216.389,288.545,
SC,4204301,Concórdia,242.602,380.498,
SC,4204350,Cordilheira Alta,132.672,315.96,
SC,4204400,Coronel Freitas,139.723,243.862,
SC,4204459,Coronel Martins,80.751,226.831,
SC,4204509,Corupá,244.165,290.185,
SC,4204558,Correia Pinto,150.12,207.407,
SC,4204608,Criciúma,277.574,407.951,
SC,4204707,Cunha Porã,156.011,278.868,
SC,4204756,Cunhataí,116.367,267.598,
SC,4204806,Curitibanos,164.446,252.333,
SC,4204905,Descanso,128.671,216.806,
SC,4205001,Dionísio Cerqueira,128.757,191.674,
SC,4205100,Dona Emma,121.463,245.033,
SC,4205159,Doutor Pedrinho,185.827,290.837,
SC,4205175,Entre Rios,64.538,107.871,
SC,4205191,Ermo,177.536,239.194,
SC,4205209,Erval Velho,148.803,240.744,
SC,4205308,Faxinal dos Guedes,161.475,316.459,
SC,4205357,Flor do Sertão,76.834,175.464,
SC,4205407,Florianópolis,478.904,701.424,
SC,4205431,Formosa do Sul,86.87,238.108,
SC,4205456,Forquilhinha,196.156,304.434,
SC,4205506,Fraiburgo,200.111,249.475,
SC,4205555,Frei Rogério,127.754,172.671,
SC,4205605,Galvão,128.613,225.865,
SC,4205704,Garopaba,120.069,234.028,
SC,4205803,Garuva,201.586,238.777,
SC,4205902,Gaspar,285.421,364.615,
SC,4206009,Governador Celso Ramos,171.722,231.226,
SC,4206108,Grão Pará,222.926,357.303,
SC,4206207,Gravatal,151.765,235.016,
SC,4206306,Guabiruba,220.344,329.967,
SC,4206405,Guaraciaba,112.077,212.154,
SC,4206504,Guaramirim,230.209,295.336,
SC,4206603,Guarujá do Sul,146.212,276.26,
SC,4206652,Guatambú,106.09,145.529,
SC,4206702,Herval d'Oeste,184.589,253.205,
SC,4206751,Ibiam,126.506,244.91,
SC,4206801,Ibicaré,153.299,252.183,
SC,4206900,Ibirama,192.631,304.058,
SC,4207007,Içara,167.14,228.925,
SC,4207106,Ilhota,179.03,251.71,
SC,4207205,Imaruí,136.342,187.736,
SC,4207304,Imbituba,175.294,248.42,
SC,4207403,Imbuia,192.817,254.152,
SC,4207502,Indaial,253.872,341.915,
SC,4207577,Iomerê,249.718,349.209,
SC,4207601,Ipira,133.496,257.381,
SC,4207650,Iporã do Oeste,160.627,197.469,
SC,4207684,Ipuaçu,235.045,146.18,
SC,4207700,Ipumirim,144.515,265.098,
SC,4207759,Iraceminha,140.325,206.042,
SC,4207809,Irani,121.277,267.097,
SC,4207858,Irati,85.425,167.977,
SC,4207908,Irineópolis,111.201,206.077,
SC,4208005,Itá,130.459,323.126,
SC,4208104,Itaiópolis,111.19,157.533,
SC,4208203,Itajaí,277.252,386.999,
SC,4208302,Itapema,230.779,486.662,
SC,4208401,Itapiranga,147.9,275.694,
SC,4208450,Itapoá,171.194,305.385,
SC,4208500,Ituporanga,263.042,281.797,
SC,4208609,Jaborá,138.147,245.677,
SC,4208708,Jacinto Machado,142.069,190.421,
SC,4208807,Jaguaruna,163.487,268.383,
SC,4208906,Jaraguá do Sul,349.068,414.137,
SC,4208955,Jardinópolis,133.504,163.258,
SC,4209003,Joaçaba,352.94,451.765,
SC,4209102,Joinville,308.089,407.596,
SC,4209151,José Boiteux,137.845,215.445,
SC,4209177,Jupiá,83.022,205.707,
SC,4209201,Lacerdópolis,190.803,460.156,
SC,4209300,Lages,216.954,335.448,
SC,4209409,Laguna,146.081,247.234,
SC,4209458,Lajeado Grande,119.934,301.392,
SC,4209508,Laurentino,173.923,323.85,
SC,4209607,Lauro Muller,126.026,230.667,
SC,4209706,Lebon Régis,121.418,153.029,
SC,4209805,Leoberto Leal,133.484,204.251,
SC,4209854,Lindóia do Sul,185.762,386.63,
SC,4209904,Lontras,176.446,237.035,
SC,4210001,Luiz Alves,222.06,507.626,
SC,4210035,Luzerna,179.395,332.562,
SC,4210050,Macieira,89.346,254.519,
SC,4210100,Mafra,163.528,247.638,
SC,4210209,Major Gercino,119.603,252.056,
SC,4210308,Major Vieira,104.221,187.428,
SC,4210407,Maracajá,148.001,332.054,
SC,4210506,Maravilha,201.552,295.348,
SC,4210555,Marema,123.18,280.51,
SC,4210605,Massaranduba,270.863,319.151,
SC,4210704,Matos Costa,117.044,156.853,
SC,4210803,Meleiro,258.451,367.388,
SC,4210852,Mirim Doce,163.413,288.511,
SC,4210902,Modelo,147.239,230.964,
SC,4211009,Mondaí,115.664,223.033,
SC,4211058,Monte Carlo,128.617,158.26,
SC,4211108,Monte Castelo,99.356,170.739,
SC,4211207,Morro da Fumaça,251.612,284.977,
SC,4211256,Morro Grande,220.884,210.132,
SC,4211306,Navegantes,197.079,236.514,
SC,4211405,Nova Erechim,168.181,318.047,
SC,4211454,Nova Itaberaba,131.294,231.3,
SC,4211504,Nova Trento,207.048,283.634,
SC,4211603,Nova Veneza,217.427,320.517,
SC,4211652,Novo Horizonte,114.967,222.623,
SC,4211702,Orleans,178.458,286.131,
SC,4211751,Otacílio Costa,198.286,263.595,
SC,4211801,Ouro,215.285,349.184,
SC,4211850,Ouro Verde,109.259,229.45,
SC,4211876,Paial,104.053,201.165,
SC,4211892,Painel,120.095,201.871,
SC,4211900,Palhoça,189.212,299.791,
SC,4212007,Palma Sola,104.491,189.452,
SC,4212056,Palmeira,113.13,195.029,
SC,4212106,Palmitos,127.401,304.406,
SC,4212205,Papanduva,122.413,164.925,
SC,4212239,Paraíso,84.555,182.572,
SC,4212254,Passo de Torres,156.603,219.592,
SC,4212270,Passos Maia,97.827,159.357,
SC,4212304,Paulo Lopes,124.644,184.276,
SC,4212403,Pedras Grandes,137.613,241.69,
SC,4212502,Penha,214.818,262.958,
SC,4212601,Peritiba,272.975,252.451,
SC,4212650,Pescaria Brava,,,
SC,4212700,Petrolândia,142.592,227.612,
SC,4212809,Piçarras,191.331,323.512,
SC,4212908,Pinhalzinho,194.429,271.065,
SC,4213005,Pinheiro Preto,241.212,254.53,
SC,4213104,Piratuba,130.016,285.241,
SC,4213153,Planalto Alegre,131.068,257.726,
SC,4213203,Pomerode,241.057,387.748,
SC,4213302,Ponte Alta,152.858,180.958,
SC,4213351,Ponte Alta do Norte,137.68,196.305,
SC,4213401,Ponte Serrada,121.093,212.859,
SC,4213500,Porto Belo,200.393,316.015,
SC,4213609,Porto União,185.421,296.404,
SC,4213708,Pouso Redondo,145.251,233.865,
SC,4213807,Praia Grande,178.698,220.007,
SC,4213906,Presidente Castelo Branco,188.491,321.301,
SC,4214003,Presidente Getúlio,175.683,303.3,
SC,4214102,Presidente Nereu,132.47,185.935,
SC,4214151,Princesa,88.1,186.763,
SC,4214201,Quilombo,130.381,260.876,
SC,4214300,Rancho Queimado,135.143,226.277,
SC,4214409,Rio das Antas,155.658,234.491,
SC,4214508,Rio do Campo,137.448,224.74,
SC,4214607,Rio do Oeste,175.836,279.555,
SC,4214706,Rio dos Cedros,177.631,271.981,
SC,4214805,Rio do Sul,271.784,391.608,
SC,4214904,Rio Fortuna,135.411,279.324,
SC,4215000,Rio Negrinho,187.506,242.821,
SC,4215059,Rio Rufino,98.796,184.785,
SC,4215075,Riqueza,83.114,207.728,
SC,4215109,Rodeio,218.663,303.491,
SC,4215208,Romelândia,97.021,152.274,
SC,4215307,Salete,147.248,232.81,
SC,4215356,Saltinho,80.482,178.999,
SC,4215406,Salto Veloso,138.297,295.411,
SC,4215455,Sangão,148.747,293.359,
SC,4215505,Santa Cecília,159.667,185.206,
SC,4215554,Santa Helena,85.374,204.002,
SC,4215604,Santa Rosa de Lima,121.763,211.434,
SC,4215653,Santa Rosa do Sul,178.812,204.638,
SC,4215679,Santa Terezinha,85.712,157.004,
SC,4215687,Santa Terezinha do Progresso,66.714,172.91,
SC,4215695,Santiago do Sul,103.043,175.185,
SC,4215703,Santo Amaro da Imperatriz,171.831,287.392,
SC,4215752,São Bernardino,70.069,186.32,
SC,4215802,São Bento do Sul,227.312,324.539,
SC,4215901,São Bonifácio,132.687,196.328,
SC,4216008,São Carlos,159.495,389.924,
SC,4216057,São Cristovão do Sul,108.498,165.442,
SC,4216107,São Domingos,120.219,307.9,
SC,4216206,São Francisco do Sul,200.796,333.422,
SC,4216255,São João do Oeste,123.905,204.138,
SC,4216305,São João Batista,196.226,300.334,
SC,4216354,São João do Itaperiú,148.549,249.465,
SC,4216404,São João do Sul,143.086,200.708,
SC,4216503,São Joaquim,149.894,231.089,
SC,4216602,São José,307.983,427.575,
SC,4216701,São José do Cedro,150.599,244.756,
SC,4216800,São José do Cerrito,94.345,154.85,
SC,4216909,São Lourenço do Oeste,138.158,273.941,
SC,4217006,São Ludgero,227.961,330.772,
SC,4217105,São Martinho,127.008,321.276,
SC,4217154,São Miguel da Boa Vista,90.249,161.365,
SC,4217204,São Miguel do Oeste,198.488,303.367,
SC,4217253,São Pedro de Alcântara,143.26,211.181,
SC,4217303,Saudades,130.043,235.835,
SC,4217402,Schroeder,227.117,363.806,
SC,4217501,Seara,228.804,307.41,
SC,4217550,Serra Alta,110.586,227.307,
SC,4217600,Siderópolis,172.325,320.976,
SC,4217709,Sombrio,159.983,269.167,
SC,4217758,Sul Brasil,87.199,166.915,
SC,4217808,Taió,189.21,289.785,
SC,4217907,Tangará,191.041,281.294,
SC,4217956,Tigrinhos,75.598,141.942,
SC,4218004,Tijucas,258.789,391.484,
SC,4218103,Timbé do Sul,140.681,270.493,
SC,4218202,Timbó,277.903,395.402,
SC,4218251,Timbó Grande,95.902,120.249,
SC,4218301,Três Barras,118.299,205.838,
SC,4218350,Treviso,126.233,266.252,
SC,4218400,Treze de Maio,143.116,281.617,
SC,4218509,Treze Tílias,196.07,303.595,
SC,4218608,Trombudo Central,196.624,276.109,
SC,4218707,Tubarão,245.469,382.685,
SC,4218756,Tunápolis,123.4,206.151,
SC,4218806,Turvo,287.123,354.313,
SC,4218855,União do Oeste,142.649,263.746,
SC,4218905,Urubici,163.623,219.423,
SC,4218954,Urupema,126.791,230.232,
SC,4219002,Urussanga,199.588,342.749,
SC,4219101,Vargeão,164.436,291.191,
SC,4219150,Vargem,81.692,192.31,
SC,4219176,Vargem Bonita,135.813,211.83,
SC,4219200,Vidal Ramos,137.568,213.651,
SC,4219309,Videira,251.91,331.704,
SC,4219358,Vitor Meireles,134.309,223.529,
SC,4219408,Witmarsum,126.989,221.715,
SC,4219507,Xanxerê,200.457,285.974,
SC,4219606,Xavantina,299.202,191.3,
SC,4219705,Xaxim,141.625,310.461,
SC,4219853,Zortéa,161.743,211.65,
SC,4220000,Balneário Rincão,,,
SC,4299919,São Miguel,,,
SE,2800100,Amparo de São Francisco,52.42,82.635,
SE,2800209,Aquidabã,72.73,89.578,
SE,2800308,Aracaju,262.999,352.735,
SE,2800407,Arauá,67.324,98.087,
SE,2800506,Areia Branca,73.547,89.062,
SE,2800605,Barra dos Coqueiros,102.564,124.349,
SE,2800670,Boquim,114.441,95.191,
SE,2800704,Brejo Grande,56.085,59.827,
SE,2801009,Campo do Brito,86.679,108.923,
SE,2801108,Canhoba,56.531,67.062,
SE,2801207,Canindé de São Francisco,65.753,91.647,
SE,2801306,Capela,77.665,78.277,
SE,2801405,Carira,94.195,90.251,
SE,2801504,Carmópolis,92.343,112.162,
SE,2801603,Cedro de São João,91.534,105.686,
SE,2801702,Cristinápolis,62.171,86.371,
SE,2801900,Cumbe,63.942,76.175,
SE,2802007,Divina Pastora,68.346,81.891,
SE,2802106,Estância,97.586,123.675,
SE,2802205,Feira Nova,56.277,69.377,
SE,2802304,Frei Paulo,78.488,120.312,
SE,2802403,Gararu,52.864,67.673,
SE,2802502,General Maynard,75.518,93.306,
SE,2802601,Gracho Cardoso,53.854,80.456,
SE,2802700,Ilha das Flores,47.961,68.578,
SE,2802809,Indiaroba,50.17,67.708,
SE,2802908,Itabaiana,120.632,134.907,
SE,2803005,Itabaianinha,55.786,86.823,
SE,2803104,Itabi,70.625,84.226,
SE,2803203,Itaporanga d'Ajuda,50.267,85.153,
SE,2803302,Japaratuba,79.037,97.554,
SE,2803401,Japoatã,53.374,73.395,
SE,2803500,Lagarto,95.161,109.626,
SE,2803609,Laranjeiras,74.728,87.628,
SE,2803708,Macambira,64.419,87.399,
SE,2803807,Malhada dos Bois,58.812,80.685,
SE,2803906,Malhador,81.466,94.252,
SE,2804003,Maruim,71.614,94.584,
SE,2804102,Moita Bonita,73.048,90.614,
SE,2804201,Monte Alegre de Sergipe,51.287,73.376,
SE,2804300,Muribeca,58.657,79.292,
SE,2804409,Neópolis,78.233,95.731,
